,visit_date,Fukuoka-ken_visitors,Hiroshima-ken_visitors,Hokkaid身_visitors,Hy身go-ken_visitors,Kanagawa-ken_visitors,Miyagi-ken_visitors,Niigata-ken_visitors,None_visitors,Osaka_visitors,Saitama-ken_visitors,Shizuoka-ken_visitors,T身ky身-to_visitors,?saka-fu_visitors
227,2016-08-15,504.0,315.0,288.0,463.0,18.0,237.0,370.0,108.0,177.0,7.0,358.0,1303,591.0
228,2016-08-16,362.0,305.0,293.0,327.0,4.0,147.0,118.0,44.0,149.0,7.0,223.0,1614,543.0
229,2016-08-17,494.0,352.0,198.0,359.0,21.0,119.0,216.0,93.0,153.0,5.0,236.0,2106,443.0
230,2016-08-18,433.0,289.0,247.0,328.0,20.0,90.0,125.0,56.0,161.0,2.0,189.0,2142,553.0
231,2016-08-19,902.0,561.0,696.0,715.0,101.0,376.0,332.0,176.0,334.0,6.0,568.0,4422,1356.0
232,2016-08-20,1037.0,693.0,862.0,757.0,133.0,354.0,434.0,318.0,256.0,73.0,771.0,3538,1095.0
233,2016-08-21,450.0,243.0,275.0,358.0,5.0,81.0,78.0,146.0,235.0,31.0,145.0,1982,556.0
234,2016-08-22,323.0,165.0,198.0,201.0,20.0,93.0,111.0,59.0,168.0,5.0,198.0,1298,465.0
235,2016-08-23,350.0,207.0,185.0,376.0,36.0,113.0,204.0,110.0,139.0,10.0,279.0,1821,545.0
236,2016-08-24,473.0,255.0,244.0,388.0,90.0,118.0,159.0,217.0,284.0,7.0,319.0,2681,603.0
237,2016-08-25,395.0,216.0,232.0,366.0,52.0,157.0,122.0,94.0,164.0,9.0,185.0,2949,640.0
238,2016-08-26,1215.0,740.0,708.0,1056.0,166.0,322.0,399.0,244.0,436.0,47.0,743.0,5775,1242.0
239,2016-08-27,1452.0,946.0,710.0,898.0,74.0,376.0,469.0,252.0,377.0,155.0,869.0,4130,1225.0
240,2016-08-28,388.0,285.0,191.0,395.0,36.0,158.0,139.0,181.0,214.0,41.0,194.0,1900,596.0
241,2016-08-29,304.0,168.0,203.0,273.0,16.0,86.0,143.0,126.0,191.0,3.0,117.0,1891,501.0
242,2016-08-30,290.0,225.0,209.0,295.0,58.0,111.0,82.0,119.0,167.0,3.0,165.0,1869,433.0
243,2016-08-31,380.0,388.0,253.0,444.0,94.0,115.0,99.0,169.0,137.0,33.0,102.0,2601,647.0
244,2016-09-01,340.0,155.0,198.0,209.0,16.0,121.0,110.0,99.0,71.0,,188.0,1614,329.0
245,2016-09-02,761.0,562.0,519.0,695.0,60.0,228.0,356.0,245.0,320.0,33.0,631.0,4578,1083.0
246,2016-09-03,699.0,663.0,642.0,718.0,27.0,366.0,390.0,141.0,325.0,45.0,675.0,3666,1047.0
247,2016-09-04,193.0,232.0,261.0,320.0,25.0,109.0,119.0,36.0,179.0,4.0,200.0,1610,595.0
248,2016-09-05,276.0,140.0,194.0,188.0,78.0,147.0,71.0,78.0,118.0,8.0,110.0,1550,311.0
249,2016-09-06,305.0,165.0,191.0,244.0,46.0,101.0,30.0,130.0,71.0,7.0,111.0,1574,311.0
250,2016-09-07,357.0,243.0,186.0,327.0,8.0,148.0,103.0,170.0,193.0,5.0,171.0,2172,560.0
251,2016-09-08,380.0,290.0,197.0,390.0,22.0,109.0,135.0,227.0,124.0,12.0,236.0,2193,530.0
252,2016-09-09,985.0,750.0,620.0,824.0,72.0,306.0,320.0,275.0,426.0,23.0,736.0,5242,1280.0
253,2016-09-10,1006.0,789.0,905.0,849.0,57.0,495.0,405.0,161.0,263.0,18.0,1004.0,3722,1189.0
254,2016-09-11,317.0,299.0,191.0,237.0,95.0,78.0,120.0,54.0,165.0,33.0,162.0,1703,470.0
255,2016-09-12,347.0,199.0,153.0,230.0,12.0,89.0,103.0,96.0,103.0,4.0,152.0,1530,429.0
256,2016-09-13,315.0,285.0,258.0,197.0,35.0,117.0,153.0,94.0,197.0,10.0,152.0,2018,429.0
257,2016-09-14,360.0,302.0,185.0,372.0,16.0,162.0,181.0,110.0,249.0,14.0,257.0,2475,584.0
258,2016-09-15,423.0,212.0,232.0,425.0,37.0,198.0,208.0,149.0,119.0,12.0,252.0,2579,694.0
259,2016-09-16,884.0,550.0,583.0,1077.0,125.0,367.0,397.0,298.0,346.0,47.0,703.0,5351,1135.0
260,2016-09-17,1009.0,953.0,712.0,960.0,44.0,371.0,495.0,286.0,309.0,44.0,890.0,3496,1110.0
261,2016-09-18,728.0,711.0,498.0,682.0,193.0,262.0,454.0,138.0,289.0,20.0,392.0,2878,882.0
262,2016-09-19,323.0,206.0,215.0,301.0,72.0,113.0,129.0,199.0,151.0,18.0,123.0,1665,439.0
263,2016-09-20,296.0,221.0,298.0,209.0,42.0,107.0,95.0,137.0,133.0,14.0,226.0,1874,489.0
264,2016-09-21,974.0,592.0,544.0,666.0,168.0,492.0,389.0,366.0,272.0,16.0,479.0,3990,1099.0
265,2016-09-22,371.0,276.0,200.0,404.0,48.0,150.0,340.0,112.0,167.0,12.0,235.0,1869,446.0
266,2016-09-23,886.0,593.0,525.0,696.0,94.0,305.0,496.0,250.0,315.0,39.0,614.0,4266,1253.0
267,2016-09-24,1351.0,775.0,702.0,873.0,57.0,476.0,532.0,256.0,394.0,56.0,994.0,4408,1197.0
268,2016-09-25,313.0,302.0,196.0,349.0,56.0,153.0,100.0,93.0,161.0,38.0,215.0,1953,597.0
269,2016-09-26,324.0,222.0,351.0,253.0,32.0,208.0,146.0,98.0,320.0,10.0,202.0,2375,476.0
270,2016-09-27,524.0,323.0,264.0,318.0,33.0,193.0,220.0,236.0,165.0,,280.0,2371,707.0
271,2016-09-28,518.0,258.0,313.0,409.0,47.0,224.0,221.0,250.0,345.0,7.0,262.0,3674,602.0
272,2016-09-29,521.0,442.0,344.0,480.0,44.0,225.0,261.0,120.0,199.0,27.0,292.0,3237,645.0
273,2016-09-30,1196.0,712.0,675.0,1117.0,74.0,549.0,579.0,351.0,447.0,31.0,943.0,8765,1617.0
274,2016-10-01,956.0,613.0,696.0,670.0,87.0,452.0,450.0,150.0,298.0,24.0,680.0,3587,1013.0
275,2016-10-02,406.0,270.0,115.0,321.0,34.0,71.0,196.0,158.0,183.0,,206.0,1766,445.0
276,2016-10-03,200.0,167.0,154.0,143.0,22.0,124.0,111.0,190.0,101.0,,110.0,1950,423.0
277,2016-10-04,227.0,116.0,184.0,224.0,33.0,132.0,124.0,38.0,100.0,17.0,128.0,1994,344.0
278,2016-10-05,331.0,217.0,357.0,377.0,40.0,136.0,217.0,180.0,124.0,14.0,216.0,2290,657.0
279,2016-10-06,253.0,257.0,344.0,305.0,55.0,132.0,114.0,152.0,129.0,24.0,242.0,2508,553.0
280,2016-10-07,881.0,588.0,611.0,951.0,152.0,419.0,356.0,251.0,352.0,27.0,702.0,6017,1558.0
281,2016-10-08,1025.0,908.0,849.0,839.0,56.0,242.0,571.0,212.0,236.0,43.0,714.0,3779,982.0
282,2016-10-09,886.0,589.0,487.0,629.0,83.0,263.0,493.0,166.0,225.0,29.0,410.0,3032,884.0
283,2016-10-10,330.0,239.0,359.0,310.0,39.0,112.0,108.0,87.0,125.0,,126.0,1886,369.0
284,2016-10-11,319.0,220.0,339.0,261.0,98.0,172.0,225.0,199.0,147.0,8.0,124.0,2144,468.0
285,2016-10-12,344.0,289.0,174.0,337.0,77.0,117.0,143.0,123.0,181.0,59.0,220.0,2585,574.0
286,2016-10-13,489.0,273.0,284.0,350.0,85.0,147.0,218.0,124.0,91.0,14.0,206.0,2474,599.0
287,2016-10-14,899.0,783.0,750.0,882.0,135.0,474.0,450.0,247.0,311.0,33.0,796.0,6446,1352.0
288,2016-10-15,1093.0,768.0,905.0,818.0,68.0,371.0,570.0,177.0,255.0,41.0,569.0,4185,1302.0
289,2016-10-16,489.0,343.0,343.0,434.0,15.0,144.0,145.0,43.0,177.0,35.0,224.0,2167,539.0
290,2016-10-17,211.0,308.0,242.0,201.0,18.0,119.0,150.0,156.0,137.0,6.0,125.0,1641,386.0
291,2016-10-18,386.0,236.0,376.0,266.0,60.0,209.0,169.0,170.0,123.0,6.0,184.0,1967,395.0
292,2016-10-19,415.0,289.0,240.0,413.0,115.0,154.0,133.0,131.0,187.0,27.0,274.0,3176,749.0
293,2016-10-20,367.0,242.0,202.0,314.0,73.0,164.0,134.0,191.0,171.0,,231.0,2564,736.0
294,2016-10-21,1137.0,938.0,762.0,955.0,185.0,364.0,399.0,273.0,457.0,16.0,830.0,6440,1609.0
295,2016-10-22,1400.0,853.0,828.0,873.0,93.0,392.0,557.0,387.0,557.0,123.0,861.0,5664,1322.0
296,2016-10-23,399.0,208.0,272.0,453.0,31.0,130.0,157.0,149.0,187.0,18.0,201.0,2710,521.0
297,2016-10-24,280.0,166.0,293.0,278.0,68.0,140.0,117.0,71.0,103.0,7.0,109.0,1854,345.0
298,2016-10-25,283.0,251.0,237.0,345.0,54.0,148.0,139.0,64.0,85.0,16.0,204.0,2558,507.0
299,2016-10-26,488.0,398.0,256.0,438.0,78.0,253.0,158.0,159.0,247.0,40.0,214.0,3837,606.0
300,2016-10-27,659.0,465.0,422.0,442.0,131.0,302.0,204.0,291.0,249.0,3.0,344.0,4098,820.0
301,2016-10-28,1678.0,1067.0,1600.0,1471.0,175.0,584.0,691.0,473.0,743.0,23.0,1040.0,8427,1951.0
302,2016-10-29,2051.0,1275.0,1800.0,1292.0,152.0,614.0,910.0,225.0,478.0,39.0,1285.0,6315,1992.0
303,2016-10-30,649.0,388.0,471.0,564.0,28.0,215.0,409.0,126.0,236.0,5.0,414.0,3334,1100.0
304,2016-10-31,564.0,295.0,329.0,371.0,37.0,136.0,246.0,197.0,126.0,3.0,235.0,2628,624.0
305,2016-11-01,390.0,387.0,287.0,284.0,50.0,261.0,120.0,67.0,52.0,,175.0,1976,404.0
306,2016-11-02,1133.0,731.0,881.0,926.0,80.0,301.0,496.0,366.0,301.0,24.0,502.0,5003,1169.0
307,2016-11-03,496.0,354.0,368.0,494.0,50.0,226.0,192.0,88.0,128.0,19.0,202.0,2575,532.0
308,2016-11-04,1024.0,680.0,788.0,763.0,95.0,331.0,407.0,205.0,213.0,73.0,626.0,5115,882.0
309,2016-11-05,1275.0,1117.0,1205.0,1253.0,60.0,637.0,758.0,266.0,432.0,40.0,1010.0,5179,1502.0
310,2016-11-06,453.0,222.0,311.0,561.0,39.0,148.0,100.0,97.0,197.0,4.0,239.0,2637,724.0
311,2016-11-07,438.0,216.0,377.0,322.0,17.0,150.0,193.0,251.0,96.0,,119.0,1663,332.0
312,2016-11-08,387.0,244.0,329.0,314.0,232.0,140.0,144.0,125.0,110.0,,308.0,2555,550.0
313,2016-11-09,555.0,408.0,373.0,427.0,36.0,200.0,109.0,177.0,194.0,4.0,236.0,3133,815.0
314,2016-11-10,570.0,289.0,508.0,2673.0,54.0,291.0,179.0,119.0,158.0,18.0,224.0,3096,667.0
315,2016-11-11,1287.0,835.0,1029.0,1389.0,108.0,557.0,512.0,298.0,516.0,33.0,817.0,6471,1578.0
316,2016-11-12,1431.0,1221.0,1447.0,1121.0,125.0,669.0,820.0,278.0,429.0,55.0,1220.0,5754,1661.0
317,2016-11-13,701.0,474.0,463.0,733.0,46.0,205.0,166.0,134.0,148.0,16.0,350.0,2797,757.0
318,2016-11-14,489.0,261.0,401.0,301.0,27.0,227.0,164.0,73.0,133.0,32.0,117.0,2133,670.0
319,2016-11-15,550.0,310.0,427.0,371.0,61.0,215.0,170.0,189.0,139.0,5.0,228.0,2431,427.0
320,2016-11-16,695.0,370.0,470.0,496.0,44.0,312.0,175.0,204.0,212.0,3.0,359.0,3503,745.0
321,2016-11-17,484.0,328.0,499.0,535.0,81.0,325.0,224.0,166.0,162.0,18.0,386.0,3888,771.0
322,2016-11-18,1328.0,1150.0,1521.0,1100.0,193.0,691.0,560.0,288.0,579.0,33.0,1051.0,7783,1664.0
323,2016-11-19,2057.0,1652.0,1687.0,1323.0,115.0,659.0,863.0,327.0,525.0,79.0,1512.0,6936,1866.0
324,2016-11-20,755.0,352.0,520.0,662.0,40.0,226.0,238.0,94.0,227.0,,400.0,3410,795.0
325,2016-11-21,799.0,247.0,394.0,291.0,40.0,215.0,176.0,69.0,197.0,2.0,184.0,2857,576.0
326,2016-11-22,1745.0,904.0,1326.0,830.0,188.0,515.0,541.0,296.0,510.0,24.0,821.0,6884,1785.0
327,2016-11-23,648.0,438.0,514.0,688.0,54.0,300.0,230.0,180.0,279.0,3.0,397.0,3384,894.0
328,2016-11-24,753.0,344.0,569.0,592.0,72.0,324.0,176.0,168.0,295.0,,247.0,3554,969.0
329,2016-11-25,2020.0,1224.0,1592.0,1443.0,178.0,672.0,979.0,422.0,670.0,32.0,1343.0,9006,2213.0
330,2016-11-26,2554.0,1812.0,2202.0,2201.0,238.0,872.0,1464.0,311.0,723.0,83.0,2203.0,8299,2548.0
331,2016-11-27,594.0,428.0,522.0,776.0,70.0,203.0,208.0,182.0,247.0,36.0,405.0,3795,1178.0
332,2016-11-28,566.0,372.0,480.0,307.0,82.0,207.0,208.0,206.0,240.0,20.0,196.0,2662,600.0
333,2016-11-29,760.0,452.0,520.0,390.0,50.0,268.0,289.0,210.0,279.0,10.0,468.0,3817,927.0
334,2016-11-30,828.0,492.0,442.0,397.0,80.0,269.0,283.0,226.0,196.0,29.0,317.0,5064,915.0
335,2016-12-01,807.0,351.0,398.0,476.0,50.0,213.0,272.0,164.0,288.0,32.0,287.0,3619,868.0
336,2016-12-02,2157.0,1678.0,2053.0,2045.0,229.0,954.0,874.0,568.0,929.0,14.0,1823.0,12168,2682.0
337,2016-12-03,2820.0,2870.0,2886.0,2610.0,226.0,1108.0,1547.0,427.0,773.0,55.0,3658.0,10462,3406.0
338,2016-12-04,603.0,461.0,530.0,876.0,149.0,245.0,219.0,172.0,214.0,,429.0,4007,1021.0
339,2016-12-05,758.0,366.0,444.0,455.0,61.0,344.0,195.0,147.0,163.0,13.0,238.0,3187,779.0
340,2016-12-06,737.0,616.0,458.0,619.0,91.0,286.0,288.0,219.0,380.0,36.0,405.0,3910,921.0
341,2016-12-07,954.0,720.0,771.0,831.0,136.0,302.0,360.0,284.0,497.0,9.0,492.0,6403,1178.0
342,2016-12-08,921.0,676.0,789.0,947.0,79.0,327.0,310.0,274.0,515.0,26.0,515.0,5555,1313.0
343,2016-12-09,4358.0,3667.0,3529.0,4618.0,693.0,1815.0,1661.0,775.0,1962.0,90.0,3145.0,24222,5981.0
344,2016-12-10,5032.0,3885.0,3546.0,4187.0,375.0,2279.0,1813.0,758.0,1376.0,282.0,4947.0,16773,5647.0
345,2016-12-11,1060.0,704.0,555.0,1155.0,83.0,353.0,302.0,226.0,381.0,47.0,613.0,5176,1398.0
346,2016-12-12,861.0,471.0,632.0,662.0,35.0,350.0,383.0,206.0,312.0,,412.0,4897,1114.0
347,2016-12-13,1074.0,791.0,843.0,753.0,116.0,467.0,291.0,525.0,513.0,47.0,621.0,7280,1429.0
348,2016-12-14,1264.0,1019.0,1197.0,1436.0,249.0,540.0,400.0,629.0,955.0,37.0,590.0,11553,1807.0
349,2016-12-15,1387.0,926.0,1231.0,808.0,179.0,645.0,392.0,553.0,825.0,63.0,814.0,11017,1900.0
350,2016-12-16,6532.0,4278.0,5505.0,7492.0,1023.0,3364.0,2028.0,1614.0,3264.0,111.0,5031.0,40106,10590.0
351,2016-12-17,6876.0,4590.0,5448.0,5261.0,459.0,2718.0,2833.0,771.0,1858.0,206.0,5937.0,24013,7158.0
352,2016-12-18,1284.0,778.0,1006.0,1530.0,155.0,449.0,396.0,218.0,799.0,22.0,772.0,7255,1855.0
353,2016-12-19,1267.0,774.0,801.0,997.0,109.0,587.0,337.0,460.0,575.0,30.0,378.0,9291,1728.0
354,2016-12-20,1419.0,845.0,1293.0,1303.0,117.0,658.0,474.0,743.0,1009.0,74.0,863.0,12342,2332.0
355,2016-12-21,2046.0,1260.0,1477.0,1757.0,241.0,905.0,787.0,614.0,1073.0,15.0,1033.0,18846,3306.0
356,2016-12-22,7761.0,4637.0,5662.0,5456.0,1020.0,3013.0,2675.0,1437.0,3490.0,80.0,3577.0,36646,9213.0
357,2016-12-23,2559.0,1821.0,1862.0,2281.0,322.0,1218.0,907.0,301.0,983.0,83.0,1497.0,10846,2799.0
358,2016-12-24,2875.0,2029.0,2305.0,2600.0,124.0,1453.0,859.0,253.0,975.0,3.0,1288.0,8689,2555.0
359,2016-12-25,1536.0,936.0,1187.0,1512.0,69.0,599.0,321.0,156.0,715.0,19.0,644.0,5919,1931.0
360,2016-12-26,1839.0,854.0,1643.0,1505.0,251.0,617.0,443.0,542.0,933.0,14.0,766.0,11608,2762.0
361,2016-12-27,2217.0,1296.0,2070.0,1593.0,331.0,890.0,641.0,484.0,1238.0,58.0,1247.0,12969,2847.0
362,2016-12-28,3512.0,2423.0,3271.0,3051.0,326.0,1499.0,1188.0,613.0,1633.0,55.0,2536.0,14163,4866.0
363,2016-12-29,3909.0,2443.0,3629.0,3982.0,362.0,1507.0,2113.0,543.0,2468.0,83.0,3716.0,11980,5474.0
364,2016-12-30,3667.0,2605.0,3157.0,3046.0,279.0,1688.0,2400.0,316.0,2364.0,98.0,3720.0,9509,4580.0
365,2016-12-31,956.0,505.0,501.0,865.0,51.0,336.0,371.0,107.0,291.0,15.0,528.0,2502,1053.0
366,2017-01-01,368.0,431.0,575.0,708.0,33.0,210.0,274.0,90.0,231.0,40.0,353.0,1473,871.0
367,2017-01-02,1262.0,1355.0,1954.0,1298.0,114.0,677.0,1234.0,179.0,345.0,68.0,1405.0,3063,1705.0
368,2017-01-03,1094.0,904.0,979.0,982.0,154.0,336.0,649.0,146.0,323.0,15.0,973.0,2856,1183.0
369,2017-01-04,797.0,403.0,851.0,649.0,16.0,263.0,206.0,116.0,262.0,4.0,532.0,3066,715.0
370,2017-01-05,626.0,390.0,717.0,884.0,40.0,246.0,229.0,145.0,191.0,3.0,313.0,3389,777.0
371,2017-01-06,1598.0,796.0,1341.0,1163.0,174.0,501.0,773.0,229.0,442.0,29.0,578.0,6078,1534.0
372,2017-01-07,1584.0,1327.0,1665.0,1304.0,87.0,668.0,763.0,240.0,600.0,18.0,1135.0,5372,1703.0
373,2017-01-08,1680.0,927.0,1208.0,1187.0,87.0,494.0,559.0,197.0,709.0,,1000.0,4122,1377.0
374,2017-01-09,602.0,479.0,551.0,916.0,85.0,189.0,242.0,147.0,272.0,11.0,248.0,3490,1024.0
375,2017-01-10,521.0,441.0,511.0,486.0,54.0,170.0,215.0,133.0,172.0,9.0,261.0,2667,733.0
376,2017-01-11,651.0,384.0,489.0,535.0,45.0,253.0,172.0,175.0,170.0,,343.0,3978,704.0
377,2017-01-12,613.0,365.0,593.0,722.0,81.0,235.0,225.0,269.0,369.0,11.0,301.0,4291,1015.0
378,2017-01-13,1994.0,1090.0,1713.0,1580.0,154.0,632.0,625.0,490.0,756.0,45.0,1201.0,10060,2194.0
379,2017-01-14,1876.0,1370.0,2133.0,1640.0,161.0,911.0,837.0,249.0,614.0,36.0,1452.0,8150,2526.0
380,2017-01-15,679.0,371.0,544.0,560.0,156.0,154.0,95.0,73.0,377.0,28.0,333.0,3536,1000.0
381,2017-01-16,579.0,327.0,430.0,387.0,77.0,309.0,206.0,215.0,115.0,8.0,268.0,3045,557.0
382,2017-01-17,709.0,448.0,457.0,539.0,76.0,215.0,212.0,140.0,180.0,,398.0,3511,819.0
383,2017-01-18,969.0,2037.0,571.0,527.0,55.0,357.0,273.0,194.0,316.0,,316.0,4630,922.0
384,2017-01-19,710.0,453.0,700.0,578.0,127.0,231.0,252.0,191.0,272.0,19.0,261.0,4768,762.0
385,2017-01-20,1934.0,1400.0,2022.0,1724.0,255.0,676.0,953.0,478.0,824.0,30.0,1550.0,10720,2544.0
386,2017-01-21,2325.0,1785.0,2430.0,2137.0,181.0,1040.0,1267.0,337.0,650.0,42.0,1687.0,9092,2720.0
387,2017-01-22,703.0,451.0,454.0,784.0,77.0,222.0,225.0,102.0,351.0,,390.0,3507,832.0
388,2017-01-23,736.0,366.0,549.0,468.0,90.0,198.0,301.0,196.0,307.0,2.0,139.0,2835,663.0
389,2017-01-24,692.0,524.0,561.0,477.0,110.0,204.0,204.0,227.0,175.0,19.0,386.0,3782,828.0
390,2017-01-25,957.0,543.0,780.0,827.0,57.0,426.0,275.0,338.0,326.0,2.0,334.0,5313,1005.0
391,2017-01-26,1059.0,654.0,697.0,828.0,62.0,276.0,194.0,195.0,433.0,,356.0,4950,1047.0
392,2017-01-27,2741.0,1515.0,2087.0,2235.0,262.0,880.0,919.0,574.0,1018.0,33.0,1355.0,13368,3054.0
393,2017-01-28,2617.0,2159.0,2494.0,2076.0,154.0,1143.0,1115.0,423.0,912.0,89.0,2282.0,9561,2907.0
394,2017-01-29,797.0,469.0,496.0,907.0,81.0,166.0,205.0,196.0,421.0,20.0,341.0,4385,1104.0
395,2017-01-30,588.0,394.0,501.0,509.0,59.0,207.0,213.0,193.0,197.0,5.0,289.0,3403,518.0
396,2017-01-31,755.0,446.0,648.0,542.0,95.0,301.0,242.0,102.0,248.0,15.0,383.0,4462,723.0
397,2017-02-01,638.0,335.0,502.0,444.0,53.0,298.0,225.0,105.0,241.0,3.0,235.0,3862,745.0
398,2017-02-02,614.0,326.0,496.0,409.0,55.0,271.0,183.0,129.0,205.0,,282.0,3332,711.0
399,2017-02-03,1467.0,1082.0,1494.0,1198.0,131.0,571.0,1223.0,347.0,645.0,2.0,842.0,8292,1845.0
400,2017-02-04,1936.0,1496.0,1659.0,1836.0,236.0,770.0,1524.0,282.0,552.0,32.0,1418.0,7334,2375.0
401,2017-02-05,680.0,391.0,396.0,680.0,45.0,171.0,1836.0,99.0,211.0,14.0,337.0,3516,814.0
402,2017-02-06,530.0,262.0,359.0,404.0,56.0,168.0,174.0,131.0,208.0,3.0,155.0,2548,693.0
403,2017-02-07,609.0,459.0,444.0,443.0,61.0,352.0,750.0,133.0,255.0,8.0,244.0,3407,764.0
404,2017-02-08,724.0,542.0,646.0,661.0,118.0,357.0,194.0,187.0,192.0,9.0,275.0,4505,923.0
405,2017-02-09,727.0,503.0,586.0,759.0,52.0,397.0,305.0,174.0,322.0,27.0,278.0,4239,894.0
406,2017-02-10,2078.0,1595.0,2089.0,1723.0,220.0,774.0,837.0,347.0,811.0,17.0,1048.0,10180,2309.0
407,2017-02-11,2071.0,1480.0,1727.0,1958.0,171.0,905.0,993.0,289.0,503.0,43.0,1488.0,7432,2342.0
408,2017-02-12,562.0,533.0,533.0,776.0,139.0,238.0,192.0,188.0,278.0,15.0,301.0,3681,1006.0
409,2017-02-13,590.0,315.0,518.0,365.0,11.0,306.0,256.0,128.0,197.0,,232.0,2551,598.0
410,2017-02-14,599.0,493.0,557.0,379.0,62.0,211.0,172.0,131.0,184.0,8.0,214.0,2731,672.0
411,2017-02-15,845.0,591.0,640.0,874.0,72.0,403.0,299.0,237.0,294.0,4.0,417.0,4750,1087.0
412,2017-02-16,780.0,461.0,662.0,730.0,92.0,304.0,286.0,218.0,268.0,52.0,347.0,4699,1066.0
413,2017-02-17,2043.0,1404.0,2029.0,1615.0,271.0,1050.0,728.0,364.0,793.0,22.0,1131.0,10075,2385.0
414,2017-02-18,2799.0,1804.0,2221.0,1769.0,159.0,972.0,946.0,433.0,768.0,37.0,1579.0,8891,2649.0
415,2017-02-19,1003.0,465.0,635.0,781.0,45.0,320.0,313.0,149.0,411.0,8.0,470.0,4339,1156.0
416,2017-02-20,733.0,424.0,553.0,625.0,43.0,243.0,216.0,155.0,232.0,40.0,289.0,3369,683.0
417,2017-02-21,768.0,467.0,582.0,649.0,35.0,286.0,249.0,245.0,328.0,14.0,326.0,4321,740.0
418,2017-02-22,1024.0,613.0,516.0,773.0,124.0,445.0,285.0,313.0,378.0,,489.0,5217,1176.0
419,2017-02-23,859.0,500.0,707.0,601.0,115.0,362.0,234.0,217.0,373.0,,396.0,5232,1128.0
420,2017-02-24,2303.0,1490.0,2349.0,2016.0,308.0,844.0,924.0,404.0,955.0,45.0,1531.0,11797,3238.0
421,2017-02-25,2737.0,2004.0,2938.0,2041.0,166.0,1019.0,1064.0,405.0,1010.0,15.0,1926.0,8967,2625.0
422,2017-02-26,941.0,588.0,611.0,1027.0,82.0,300.0,282.0,196.0,288.0,13.0,521.0,4962,1204.0
423,2017-02-27,867.0,455.0,660.0,553.0,88.0,264.0,209.0,143.0,288.0,21.0,367.0,4046,855.0
424,2017-02-28,836.0,479.0,819.0,630.0,162.0,308.0,308.0,209.0,257.0,26.0,388.0,4834,1064.0
425,2017-03-01,832.0,503.0,752.0,689.0,74.0,353.0,194.0,145.0,305.0,3.0,383.0,3417,821.0
426,2017-03-02,712.0,388.0,676.0,467.0,64.0,279.0,284.0,145.0,229.0,14.0,295.0,4126,1010.0
427,2017-03-03,2007.0,1231.0,1376.0,1227.0,141.0,682.0,885.0,417.0,583.0,33.0,904.0,9032,1775.0
428,2017-03-04,2283.0,1367.0,2199.0,1732.0,177.0,741.0,983.0,405.0,694.0,63.0,1404.0,8158,2159.0
429,2017-03-05,851.0,630.0,789.0,832.0,108.0,272.0,210.0,104.0,370.0,21.0,379.0,4083,936.0
430,2017-03-06,762.0,303.0,581.0,504.0,66.0,233.0,235.0,194.0,203.0,3.0,257.0,3300,579.0
431,2017-03-07,726.0,603.0,730.0,535.0,48.0,391.0,306.0,125.0,286.0,5.0,253.0,3898,938.0
432,2017-03-08,1020.0,635.0,811.0,780.0,94.0,335.0,285.0,161.0,329.0,19.0,336.0,4955,1284.0
433,2017-03-09,927.0,592.0,1072.0,686.0,54.0,405.0,348.0,343.0,359.0,29.0,411.0,5398,1024.0
434,2017-03-10,2739.0,1697.0,2620.0,2237.0,286.0,937.0,995.0,418.0,900.0,54.0,1368.0,11923,2643.0
435,2017-03-11,2997.0,1746.0,2471.0,2023.0,294.0,1040.0,1312.0,539.0,812.0,149.0,1670.0,9285,2604.0
436,2017-03-12,1215.0,661.0,712.0,1114.0,113.0,397.0,264.0,217.0,372.0,28.0,553.0,5122,1221.0
437,2017-03-13,999.0,488.0,955.0,607.0,71.0,467.0,298.0,200.0,285.0,22.0,333.0,3984,1256.0
438,2017-03-14,1102.0,627.0,1205.0,682.0,121.0,376.0,282.0,202.0,268.0,,526.0,4823,1166.0
439,2017-03-15,1305.0,918.0,1326.0,1048.0,134.0,533.0,446.0,242.0,635.0,74.0,755.0,7146,1691.0
440,2017-03-16,1381.0,716.0,1164.0,1285.0,295.0,507.0,347.0,375.0,505.0,36.0,463.0,6990,1455.0
441,2017-03-17,3063.0,1965.0,3588.0,3094.0,327.0,1388.0,1093.0,601.0,892.0,11.0,2070.0,14357,3798.0
442,2017-03-18,2747.0,1751.0,3088.0,2441.0,258.0,1150.0,1120.0,400.0,912.0,160.0,1855.0,11360,3173.0
443,2017-03-19,2353.0,1689.0,2255.0,1797.0,229.0,713.0,887.0,212.0,776.0,79.0,894.0,8143,2256.0
444,2017-03-20,1180.0,700.0,913.0,1141.0,96.0,409.0,372.0,141.0,426.0,4.0,411.0,5667,1279.0
445,2017-03-21,1587.0,645.0,983.0,1109.0,114.0,492.0,334.0,485.0,475.0,16.0,640.0,5638,1277.0
446,2017-03-22,1628.0,1005.0,1389.0,1477.0,172.0,674.0,509.0,469.0,844.0,34.0,828.0,9101,2043.0
447,2017-03-23,1442.0,880.0,1661.0,1403.0,249.0,553.0,740.0,410.0,526.0,29.0,803.0,8407,1658.0
448,2017-03-24,4210.0,2863.0,4370.0,4104.0,515.0,2173.0,1846.0,771.0,1985.0,153.0,2359.0,20948,5078.0
449,2017-03-25,3570.0,2273.0,3179.0,2696.0,323.0,1474.0,1343.0,410.0,1389.0,233.0,1719.0,12730,3427.0
